number_run,timestamp_local,timestamp_utc,collimatore_timestamp_gva,collimatore_timestamp_utc,collimatore131x,collimatore131y,collimatore197x,collimatore197y
20419,2026-06-07 00:19:00+02:00,2026-06-06 22:19:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20420,2026-06-07 00:25:00+02:00,2026-06-06 22:25:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20421,2026-06-07 00:31:00+02:00,2026-06-06 22:31:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20423,2026-06-07 00:45:00+02:00,2026-06-06 22:45:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20424,2026-06-07 00:55:00+02:00,2026-06-06 22:55:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20425,2026-06-07 00:58:00+02:00,2026-06-06 22:58:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20426,2026-06-07 01:02:00+02:00,2026-06-06 23:02:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20427,2026-06-07 01:07:00+02:00,2026-06-06 23:07:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20428,2026-06-07 01:16:00+02:00,2026-06-06 23:16:00+00:00,2026-06-06 22:56:50.500000+02:00,2026-06-06 20:56:50.500000+00:00,-3,3,-8,8
20429,2026-06-07 01:40:00+02:00,2026-06-06 23:40:00+00:00,2026-06-07 01:38:52.520000+02:00,2026-06-06 23:38:52.520000+00:00,-3,3,-10,10
20430,2026-06-07 01:58:00+02:00,2026-06-06 23:58:00+00:00,2026-06-07 01:56:57.570000+02:00,2026-06-06 23:56:57.570000+00:00,-3,3,-10,10
20431,2026-06-07 02:21:00+02:00,2026-06-07 00:21:00+00:00,2026-06-07 01:56:57.570000+02:00,2026-06-06 23:56:57.570000+00:00,-3,3,-10,10
20432,2026-06-07 02:42:00+02:00,2026-06-07 00:42:00+00:00,2026-06-07 02:40:02.020000+02:00,2026-06-07 00:40:02.020000+00:00,-3,3,-10,10
20433,2026-06-07 03:03:00+02:00,2026-06-07 01:03:00+00:00,2026-06-07 02:40:02.020000+02:00,2026-06-07 00:40:02.020000+00:00,-3,3,-10,10
20434,2026-06-07 03:08:00+02:00,2026-06-07 01:08:00+00:00,2026-06-07 02:40:02.020000+02:00,2026-06-07 00:40:02.020000+00:00,-3,3,-10,10
20435,2026-06-07 03:29:00+02:00,2026-06-07 01:29:00+00:00,2026-06-07 03:27:19.190000+02:00,2026-06-07 01:27:19.190000+00:00,-3,3,-10,10
20436,2026-06-07 03:52:00+02:00,2026-06-07 01:52:00+00:00,2026-06-07 03:27:19.190000+02:00,2026-06-07 01:27:19.190000+00:00,-3,3,-10,10
20437,2026-06-07 03:52:00+02:00,2026-06-07 01:52:00+00:00,2026-06-07 03:27:19.190000+02:00,2026-06-07 01:27:19.190000+00:00,-3,3,-10,10
20438,2026-06-07 04:26:00+02:00,2026-06-07 02:26:00+00:00,2026-06-07 03:27:19.190000+02:00,2026-06-07 01:27:19.190000+00:00,-3,3,-10,10
20439,2026-06-07 04:41:00+02:00,2026-06-07 02:41:00+00:00,2026-06-07 03:27:19.190000+02:00,2026-06-07 01:27:19.190000+00:00,-3,3,-10,10
20440,2026-06-07 05:34:00+02:00,2026-06-07 03:34:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20441,2026-06-07 05:38:00+02:00,2026-06-07 03:38:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20442,2026-06-07 05:40:00+02:00,2026-06-07 03:40:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20443,2026-06-07 05:43:00+02:00,2026-06-07 03:43:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20444,2026-06-07 06:03:00+02:00,2026-06-07 04:03:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20445,2026-06-07 06:08:00+02:00,2026-06-07 04:08:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20446,2026-06-07 06:25:00+02:00,2026-06-07 04:25:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20447,2026-06-07 06:27:00+02:00,2026-06-07 04:27:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20448,2026-06-07 06:28:00+02:00,2026-06-07 04:28:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20449,2026-06-07 06:32:00+02:00,2026-06-07 04:32:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20450,2026-06-07 06:49:00+02:00,2026-06-07 04:49:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20451,2026-06-07 07:15:00+02:00,2026-06-07 05:15:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20452,2026-06-07 07:20:00+02:00,2026-06-07 05:20:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20453,2026-06-07 07:26:00+02:00,2026-06-07 05:26:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20454,2026-06-07 07:43:00+02:00,2026-06-07 05:43:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20455,2026-06-07 07:47:00+02:00,2026-06-07 05:47:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20457,2026-06-07 08:10:00+02:00,2026-06-07 06:10:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20459,2026-06-07 09:26:00+02:00,2026-06-07 07:26:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20460,2026-06-07 09:29:00+02:00,2026-06-07 07:29:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20461,2026-06-07 09:33:00+02:00,2026-06-07 07:33:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20462,2026-06-07 09:36:00+02:00,2026-06-07 07:36:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20463,2026-06-07 10:09:00+02:00,2026-06-07 08:09:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20465,2026-06-07 10:16:00+02:00,2026-06-07 08:16:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20466,2026-06-07 10:17:00+02:00,2026-06-07 08:17:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20467,2026-06-07 10:20:00+02:00,2026-06-07 08:20:00+00:00,2026-06-07 05:32:24.240000+02:00,2026-06-07 03:32:24.240000+00:00,-3,3,-8,8
20468,2026-06-07 11:08:00+02:00,2026-06-07 09:08:00+00:00,2026-06-07 10:59:08.080000+02:00,2026-06-07 08:59:08.080000+00:00,-3,3,-10,10
20469,2026-06-07 11:13:00+02:00,2026-06-07 09:13:00+00:00,2026-06-07 10:59:08.080000+02:00,2026-06-07 08:59:08.080000+00:00,-3,3,-10,10
20470,2026-06-07 11:20:00+02:00,2026-06-07 09:20:00+00:00,2026-06-07 10:59:08.080000+02:00,2026-06-07 08:59:08.080000+00:00,-3,3,-10,10
20471,2026-06-07 11:24:00+02:00,2026-06-07 09:24:00+00:00,2026-06-07 10:59:08.080000+02:00,2026-06-07 08:59:08.080000+00:00,-3,3,-10,10
20472,2026-06-07 11:27:00+02:00,2026-06-07 09:27:00+00:00,2026-06-07 10:59:08.080000+02:00,2026-06-07 08:59:08.080000+00:00,-3,3,-10,10
20473,2026-06-07 11:33:00+02:00,2026-06-07 09:33:00+00:00,2026-06-07 10:59:08.080000+02:00,2026-06-07 08:59:08.080000+00:00,-3,3,-10,10
20474,2026-06-07 11:35:00+02:00,2026-06-07 09:35:00+00:00,2026-06-07 10:59:08.080000+02:00,2026-06-07 08:59:08.080000+00:00,-3,3,-10,10
20475,2026-06-07 12:22:00+02:00,2026-06-07 10:22:00+00:00,2026-06-07 12:18:58.580000+02:00,2026-06-07 10:18:58.580000+00:00,-3,3,-8,8
20476,2026-06-07 12:47:00+02:00,2026-06-07 10:47:00+00:00,2026-06-07 12:18:58.580000+02:00,2026-06-07 10:18:58.580000+00:00,-3,3,-8,8
20477,2026-06-07 12:54:00+02:00,2026-06-07 10:54:00+00:00,2026-06-07 12:18:58.580000+02:00,2026-06-07 10:18:58.580000+00:00,-3,3,-8,8
20478,2026-06-07 13:09:00+02:00,2026-06-07 11:09:00+00:00,2026-06-07 12:18:58.580000+02:00,2026-06-07 10:18:58.580000+00:00,-3,3,-8,8
20479,2026-06-07 13:40:00+02:00,2026-06-07 11:40:00+00:00,2026-06-07 13:36:23.230000+02:00,2026-06-07 11:36:23.230000+00:00,-3,3,-10,10
20481,2026-06-07 13:53:00+02:00,2026-06-07 11:53:00+00:00,2026-06-07 13:36:23.230000+02:00,2026-06-07 11:36:23.230000+00:00,-3,3,-10,10
20482,2026-06-07 14:35:00+02:00,2026-06-07 12:35:00+00:00,2026-06-07 13:36:23.230000+02:00,2026-06-07 11:36:23.230000+00:00,-3,3,-10,10
20483,2026-06-07 15:37:00+02:00,2026-06-07 13:37:00+00:00,2026-06-07 15:35:21.210000+02:00,2026-06-07 13:35:21.210000+00:00,-3,3,-8,8
20484,2026-06-07 15:45:00+02:00,2026-06-07 13:45:00+00:00,2026-06-07 15:35:21.210000+02:00,2026-06-07 13:35:21.210000+00:00,-3,3,-8,8
20485,2026-06-07 15:53:00+02:00,2026-06-07 13:53:00+00:00,2026-06-07 15:35:21.210000+02:00,2026-06-07 13:35:21.210000+00:00,-3,3,-8,8
20486,2026-06-07 16:21:00+02:00,2026-06-07 14:21:00+00:00,2026-06-07 15:35:21.210000+02:00,2026-06-07 13:35:21.210000+00:00,-3,3,-8,8
20488,2026-06-07 16:56:00+02:00,2026-06-07 14:56:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20490,2026-06-07 17:04:00+02:00,2026-06-07 15:04:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20491,2026-06-07 17:09:00+02:00,2026-06-07 15:09:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20492,2026-06-07 17:21:00+02:00,2026-06-07 15:21:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20494,2026-06-07 17:30:00+02:00,2026-06-07 15:30:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20495,2026-06-07 17:43:00+02:00,2026-06-07 15:43:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20496,2026-06-07 17:52:00+02:00,2026-06-07 15:52:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20497,2026-06-07 18:11:00+02:00,2026-06-07 16:11:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20498,2026-06-07 18:20:00+02:00,2026-06-07 16:20:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20499,2026-06-07 18:27:00+02:00,2026-06-07 16:27:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20500,2026-06-07 20:16:00+02:00,2026-06-07 18:16:00+00:00,2026-06-07 16:53:01.010000+02:00,2026-06-07 14:53:01.010000+00:00,-3,3,-10,10
20501,2026-06-07 20:23:00+02:00,2026-06-07 18:23:00+00:00,2026-06-07 20:18:05.050000+02:00,2026-06-07 18:18:05.050000+00:00,-3,3,-8,8
20502,2026-06-07 20:27:00+02:00,2026-06-07 18:27:00+00:00,2026-06-07 20:18:05.050000+02:00,2026-06-07 18:18:05.050000+00:00,-3,3,-8,8
20503,2026-06-07 20:31:00+02:00,2026-06-07 18:31:00+00:00,2026-06-07 20:18:05.050000+02:00,2026-06-07 18:18:05.050000+00:00,-3,3,-8,8
20504,2026-06-07 20:38:00+02:00,2026-06-07 18:38:00+00:00,2026-06-07 20:36:19.190000+02:00,2026-06-07 18:36:19.190000+00:00,-5,5,-8,8
20505,2026-06-07 20:46:00+02:00,2026-06-07 18:46:00+00:00,2026-06-07 20:44:53.530000+02:00,2026-06-07 18:44:53.530000+00:00,-3,3,-8,8
20506,2026-06-07 20:48:00+02:00,2026-06-07 18:48:00+00:00,2026-06-07 20:46:54.540000+02:00,2026-06-07 18:46:54.540000+00:00,-5,5,-8,8
20507,2026-06-07 20:53:00+02:00,2026-06-07 18:53:00+00:00,2026-06-07 20:52:12.120000+02:00,2026-06-07 18:52:12.120000+00:00,-5,5,-8,8
20508,2026-06-07 21:00:00+02:00,2026-06-07 19:00:00+00:00,2026-06-07 20:58:11.110000+02:00,2026-06-07 18:58:11.110000+00:00,-5,5,-8,8
20509,2026-06-07 21:14:00+02:00,2026-06-07 19:14:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20510,2026-06-07 21:17:00+02:00,2026-06-07 19:17:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20511,2026-06-07 21:20:00+02:00,2026-06-07 19:20:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20512,2026-06-07 21:28:00+02:00,2026-06-07 19:28:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20513,2026-06-07 21:34:00+02:00,2026-06-07 19:34:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20514,2026-06-07 22:01:00+02:00,2026-06-07 20:01:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20515,2026-06-07 22:20:00+02:00,2026-06-07 20:20:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20516,2026-06-07 22:27:00+02:00,2026-06-07 20:27:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20517,2026-06-07 22:38:00+02:00,2026-06-07 20:38:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20518,2026-06-07 23:42:00+02:00,2026-06-07 21:42:00+00:00,2026-06-07 21:12:44.440000+02:00,2026-06-07 19:12:44.440000+00:00,-3,3,-8,8
20519,2026-06-08 00:22:00+02:00,2026-06-07 22:22:00+00:00,2026-06-08 00:18:31.310000+02:00,2026-06-07 22:18:31.310000+00:00,-5,5,-8,8
20520,2026-06-08 00:30:00+02:00,2026-06-07 22:30:00+00:00,2026-06-08 00:18:31.310000+02:00,2026-06-07 22:18:31.310000+00:00,-5,5,-8,8
20521,2026-06-08 00:34:00+02:00,2026-06-07 22:34:00+00:00,2026-06-08 00:18:31.310000+02:00,2026-06-07 22:18:31.310000+00:00,-5,5,-8,8
20522,2026-06-08 01:07:00+02:00,2026-06-07 23:07:00+00:00,2026-06-08 01:03:53.530000+02:00,2026-06-07 23:03:53.530000+00:00,-5,5,-8,8
20523,2026-06-08 01:10:00+02:00,2026-06-07 23:10:00+00:00,2026-06-08 01:03:53.530000+02:00,2026-06-07 23:03:53.530000+00:00,-5,5,-8,8
20524,2026-06-08 01:13:00+02:00,2026-06-07 23:13:00+00:00,2026-06-08 01:03:53.530000+02:00,2026-06-07 23:03:53.530000+00:00,-5,5,-8,8
20525,2026-06-08 01:36:00+02:00,2026-06-07 23:36:00+00:00,2026-06-08 01:03:53.530000+02:00,2026-06-07 23:03:53.530000+00:00,-5,5,-8,8
20526,2026-06-08 01:38:00+02:00,2026-06-07 23:38:00+00:00,2026-06-08 01:03:53.530000+02:00,2026-06-07 23:03:53.530000+00:00,-5,5,-8,8
20527,2026-06-08 02:08:00+02:00,2026-06-08 00:08:00+00:00,2026-06-08 02:05:28.280000+02:00,2026-06-08 00:05:28.280000+00:00,-5,5,-8,8
20528,2026-06-08 02:10:00+02:00,2026-06-08 00:10:00+00:00,2026-06-08 02:05:28.280000+02:00,2026-06-08 00:05:28.280000+00:00,-5,5,-8,8
20529,2026-06-08 02:35:00+02:00,2026-06-08 00:35:00+00:00,2026-06-08 02:33:49.490000+02:00,2026-06-08 00:33:49.490000+00:00,-5,5,-8,8
20530,2026-06-08 02:39:00+02:00,2026-06-08 00:39:00+00:00,2026-06-08 02:33:49.490000+02:00,2026-06-08 00:33:49.490000+00:00,-5,5,-8,8
20531,2026-06-08 03:10:00+02:00,2026-06-08 01:10:00+00:00,2026-06-08 03:06:29.290000+02:00,2026-06-08 01:06:29.290000+00:00,-3,3,-8,8
20532,2026-06-08 03:26:00+02:00,2026-06-08 01:26:00+00:00,2026-06-08 03:06:29.290000+02:00,2026-06-08 01:06:29.290000+00:00,-3,3,-8,8
20533,2026-06-08 03:36:00+02:00,2026-06-08 01:36:00+00:00,2026-06-08 03:06:29.290000+02:00,2026-06-08 01:06:29.290000+00:00,-3,3,-8,8
20534,2026-06-08 03:41:00+02:00,2026-06-08 01:41:00+00:00,2026-06-08 03:06:29.290000+02:00,2026-06-08 01:06:29.290000+00:00,-3,3,-8,8
20535,2026-06-08 03:43:00+02:00,2026-06-08 01:43:00+00:00,2026-06-08 03:06:29.290000+02:00,2026-06-08 01:06:29.290000+00:00,-3,3,-8,8
20536,2026-06-08 04:12:00+02:00,2026-06-08 02:12:00+00:00,2026-06-08 04:08:36.360000+02:00,2026-06-08 02:08:36.360000+00:00,-3,3,-10,10
20537,2026-06-08 04:14:00+02:00,2026-06-08 02:14:00+00:00,2026-06-08 04:08:36.360000+02:00,2026-06-08 02:08:36.360000+00:00,-3,3,-10,10
20538,2026-06-08 04:18:00+02:00,2026-06-08 02:18:00+00:00,2026-06-08 04:08:36.360000+02:00,2026-06-08 02:08:36.360000+00:00,-3,3,-10,10
20539,2026-06-08 04:24:00+02:00,2026-06-08 02:24:00+00:00,2026-06-08 04:08:36.360000+02:00,2026-06-08 02:08:36.360000+00:00,-3,3,-10,10
20540,2026-06-08 05:06:00+02:00,2026-06-08 03:06:00+00:00,2026-06-08 05:00:50.500000+02:00,2026-06-08 03:00:50.500000+00:00,-5,5,-10,10
20541,2026-06-08 05:22:00+02:00,2026-06-08 03:22:00+00:00,2026-06-08 05:00:50.500000+02:00,2026-06-08 03:00:50.500000+00:00,-5,5,-10,10
20543,2026-06-08 10:24:00+02:00,2026-06-08 08:24:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20544,2026-06-08 10:26:00+02:00,2026-06-08 08:26:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20545,2026-06-08 10:32:00+02:00,2026-06-08 08:32:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20546,2026-06-08 10:37:00+02:00,2026-06-08 08:37:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20547,2026-06-08 10:45:00+02:00,2026-06-08 08:45:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20548,2026-06-08 10:57:00+02:00,2026-06-08 08:57:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20549,2026-06-08 11:01:00+02:00,2026-06-08 09:01:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20550,2026-06-08 11:04:00+02:00,2026-06-08 09:04:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20551,2026-06-08 11:06:00+02:00,2026-06-08 09:06:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20552,2026-06-08 11:08:00+02:00,2026-06-08 09:08:00+00:00,2026-06-08 07:55:04.040000+02:00,2026-06-08 05:55:04.040000+00:00,-5,5,-8,8
20553,2026-06-08 11:32:00+02:00,2026-06-08 09:32:00+00:00,2026-06-08 11:27:38.380000+02:00,2026-06-08 09:27:38.380000+00:00,-5,5,-8,8
20554,2026-06-08 12:14:00+02:00,2026-06-08 10:14:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20556,2026-06-08 12:20:00+02:00,2026-06-08 10:20:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20557,2026-06-08 12:37:00+02:00,2026-06-08 10:37:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20558,2026-06-08 13:55:00+02:00,2026-06-08 11:55:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20559,2026-06-08 14:09:00+02:00,2026-06-08 12:09:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20560,2026-06-08 14:46:00+02:00,2026-06-08 12:46:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20561,2026-06-08 15:29:00+02:00,2026-06-08 13:29:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20562,2026-06-08 15:50:00+02:00,2026-06-08 13:50:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20563,2026-06-08 16:48:00+02:00,2026-06-08 14:48:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20564,2026-06-08 17:09:00+02:00,2026-06-08 15:09:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20565,2026-06-08 17:15:00+02:00,2026-06-08 15:15:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20566,2026-06-08 17:20:00+02:00,2026-06-08 15:20:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20567,2026-06-08 18:15:00+02:00,2026-06-08 16:15:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20568,2026-06-08 18:48:00+02:00,2026-06-08 16:48:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20569,2026-06-08 18:52:00+02:00,2026-06-08 16:52:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20570,2026-06-08 18:56:00+02:00,2026-06-08 16:56:00+00:00,2026-06-08 12:08:46.460000+02:00,2026-06-08 10:08:46.460000+00:00,-3,3,-8,8
20573,2026-06-08 19:13:00+02:00,2026-06-08 17:13:00+00:00,2026-06-08 19:07:34.340000+02:00,2026-06-08 17:07:34.340000+00:00,-5,5,-15,15
20574,2026-06-08 19:16:00+02:00,2026-06-08 17:16:00+00:00,2026-06-08 19:14:46.460000+02:00,2026-06-08 17:14:46.460000+00:00,-20,20,-8,8
20575,2026-06-08 19:20:00+02:00,2026-06-08 17:20:00+00:00,2026-06-08 19:19:02.020000+02:00,2026-06-08 17:19:02.020000+00:00,-3,3,-8,8
20576,2026-06-08 19:24:00+02:00,2026-06-08 17:24:00+00:00,2026-06-08 19:19:02.020000+02:00,2026-06-08 17:19:02.020000+00:00,-3,3,-8,8
20577,2026-06-08 19:30:00+02:00,2026-06-08 17:30:00+00:00,2026-06-08 19:19:02.020000+02:00,2026-06-08 17:19:02.020000+00:00,-3,3,-8,8
20578,2026-06-08 19:41:00+02:00,2026-06-08 17:41:00+00:00,2026-06-08 19:19:02.020000+02:00,2026-06-08 17:19:02.020000+00:00,-3,3,-8,8
20579,2026-06-08 19:48:00+02:00,2026-06-08 17:48:00+00:00,2026-06-08 19:47:25.250000+02:00,2026-06-08 17:47:25.250000+00:00,-5,5,-8,8
20580,2026-06-08 19:51:00+02:00,2026-06-08 17:51:00+00:00,2026-06-08 19:47:25.250000+02:00,2026-06-08 17:47:25.250000+00:00,-5,5,-8,8
20581,2026-06-08 19:53:00+02:00,2026-06-08 17:53:00+00:00,2026-06-08 19:47:25.250000+02:00,2026-06-08 17:47:25.250000+00:00,-5,5,-8,8
20582,2026-06-08 19:57:00+02:00,2026-06-08 17:57:00+00:00,2026-06-08 19:47:25.250000+02:00,2026-06-08 17:47:25.250000+00:00,-5,5,-8,8
20583,2026-06-08 20:00:00+02:00,2026-06-08 18:00:00+00:00,2026-06-08 19:47:25.250000+02:00,2026-06-08 17:47:25.250000+00:00,-5,5,-8,8
20584,2026-06-08 20:05:00+02:00,2026-06-08 18:05:00+00:00,2026-06-08 19:47:25.250000+02:00,2026-06-08 17:47:25.250000+00:00,-5,5,-8,8
20585,2026-06-08 20:35:00+02:00,2026-06-08 18:35:00+00:00,2026-06-08 20:30:37.370000+02:00,2026-06-08 18:30:37.370000+00:00,-3,3,-8,8
20586,2026-06-08 21:19:00+02:00,2026-06-08 19:19:00+00:00,2026-06-08 20:30:37.370000+02:00,2026-06-08 18:30:37.370000+00:00,-3,3,-8,8
20587,2026-06-09 02:30:00+02:00,2026-06-09 00:30:00+00:00,2026-06-08 20:30:37.370000+02:00,2026-06-08 18:30:37.370000+00:00,-3,3,-8,8
20588,2026-06-09 03:03:00+02:00,2026-06-09 01:03:00+00:00,2026-06-08 20:30:37.370000+02:00,2026-06-08 18:30:37.370000+00:00,-3,3,-8,8
20597,2026-06-09 05:33:00+02:00,2026-06-09 03:33:00+00:00,2026-06-09 04:37:12.120000+02:00,2026-06-09 02:37:12.120000+00:00,-3,3,-8,8
20598,2026-06-09 05:34:00+02:00,2026-06-09 03:34:00+00:00,2026-06-09 04:37:12.120000+02:00,2026-06-09 02:37:12.120000+00:00,-3,3,-8,8
